,source_name,url,title,date,words_count,words_converted,ratio,topic,author,gender_author,headline,counter_list,pers_pron_fem,pers_pron_masc,deter_pron_fem,deter_pron_masc,noun_fem,noun_masc,adj_conn_fem,adj_conn_masc,title_fem,title_masc,rt_pers_pron_fem,rt_pers_pron_masc,rt_deter_pron_fem,rt_deter_pron_masc,rt_noun_fem,rt_noun_masc,rt_adj_conn_fem,rt_adj_conn_masc,rt_title_fem,rt_title_masc,sum_rt_noun,sum_rt_adj,sum_rt_title,sum_rt_global_bias,max_rt,max_rt_cat,min_rt,min_rt,source_ml,topic_ml,sex_ml,fem_noun_arr,Male_noun_arr,adj_fem_arr,adj_masc_arr,title_fem_arr,title_masc_arr
121,abc news,https://abcnews.go.com/International/pop-star-turned-politician-bobi-wine-challenges-ugandas/story?id=75195618,"""Pop star-turned-politician Bobi Wine challenges Uganda's strongman in presidential election""",2021-01-13,1234,22,1.783,people,Morgan Winsor,female,"""The days, weeks and months leading up to the vote have been marred by violence.""","""{'his': 9, 'he': 5, 'he has': 1, 'He has': 1, 'she': 1, 'His': 1, 'Queen': 1, 'He': 1, 'himself': 1, 'him': 1}""",1,8,0,12,1,0,0,0,0,0,5,36,0,55,5,0,0,0,0,0,5,0,0,1,55,deter masc,5,pers pron fem,1,6,1,"""""""Female nouns = ['Queen']""""""",NaN,NaN,NaN,NaN,NaN
122,abc news,https://abcnews.go.com/Politics/biden-drawing-contrast-trump-sets-tone-truthfulness-respect/story?id=75403101,"""Biden, drawing contrast with Trump, sets tone of truthfulness and respect: ANALYSIS""",2021-01-21,793,17,2.144,politics,Sarah Kolinovsky,female,"""Unlike Trump, he's made a point of wearing a mask in the Oval Office.""","""{'his': 7, 'he': 3, 'she': 3, 'His': 1, 'himself': 1, 'her': 1, 'She has': 1}""",4,3,1,9,0,0,0,0,0,0,24,18,6,53,0,0,0,0,0,0,0,0,0,0,53,deter masc,6,deter fem,1,7,1,NaN,NaN,NaN,NaN,NaN,NaN
123,abc news,https://abcnews.go.com/Sports/conor-mcgregor-fight-times-18-months-line/story?id=75417071,"""Conor McGregor: Will fight seven times in next 18 months 'if they line me up'""",2021-01-22,462,14,3.030,sports,Marc Raimondi,male,None,"""{'his': 5, 'he': 2, ""he'll"": 2, 'His': 1, 'He': 1, 'himself': 1, 'he is': 1, 'him': 1}""",0,6,0,8,0,0,0,0,0,0,0,43,0,57,0,0,0,0,0,0,0,0,0,0,57,deter masc,43,per pron masc,1,8,0,NaN,NaN,NaN,NaN,NaN,NaN
124,abc news,https://abcnews.go.com/Sports/minnesota-vikings-offensive-coordinator-gary-kubiak-59-retires/story?id=75414074,"""Minnesota Vikings offensive coordinator Gary Kubiak, 59, retires from NFL again""",2021-01-21,581,17,2.926,sports,Courtney Cronin,female,None,"""{'his': 7, 'him': 3, 'father': 2, 'He is': 1, 'He was': 1, 'He has': 1, 'wife': 1, 'son': 1}""",0,3,0,10,1,3,0,0,0,0,0,18,0,59,6,18,0,0,0,0,24,0,0,4,59,deter masc,6,fem noun,1,8,1,"""""""Female nouns = ['wife']""""""","""""""Male nouns = ['father', 'son']""""""",NaN,NaN,NaN,NaN
125,abc news,https://abcnews.go.com/Technology/wireStory/google-threatens-pull-search-engine-australia-75418787,"""Google threatens to pull search engine in Australia""",2021-01-22,402,2,0.498,technology,Nick Perry,male,"""Google is threatening to make its search engine unavailable in Australia if the government proceeds with plans to make tech giants pay for news content""","""{'She': 2}""",2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,pers pron fem,0,0,1,9,0,NaN,NaN,NaN,NaN,NaN,NaN
126,abc news,https://abcnews.go.com/Technology/facebook-passes-final-decision-ban-trump-oversight-board/story?id=75406224,"""Facebook passes final decision to ban Trump to oversight board""",2021-01-21,557,1,0.180,technology,Catherine Thorbecke,female,"""The company suspended the former president's account after the Capitol riot.""","""{'he': 1}""",0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,1,9,1,NaN,NaN,NaN,NaN,NaN,NaN
127,abc news,https://abcnews.go.com/Business/wireStory/tsa-adding-capitol-rioters-us-fly-list-75287120,"""TSA looking into adding Capitol rioters to US no-fly list""",2021-01-16,360,2,0.556,travel,David Koenig,male,"""Federal safety officials are investigating people who took part in last week's riot at the U.S. Capitol to decide whether they belong on the federal no-fly list""","""{'his': 1, 'He': 1}""",0,1,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,50,per pron masc,50,per pron masc,1,10,0,NaN,NaN,NaN,NaN,NaN,NaN
128,abc news,https://abcnews.go.com/US/spirit-agent-hospitalized-passengers-arrested-bag-dispute/story?id=75334683&cid=referral_taboola_feed,"""Spirit agent hospitalized, passengers arrested after bag dispute""",2021-01-19,304,0,0.000,travel,Mina Kaji,female,"""The group became combative after agents asked about the size of their carry-ons""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,10,1,0,0,0,0,0,0
129,abc news,https://abcnews.go.com/International/wireStory/portugal-presidential-race-high-populist-fly-75421048,"""In Portugal presidential race, how high can a populist fly?""",2021-01-22,800,29,3.625,world,Barry Hatton,male,"""Portugal holds a presidential election on Sunday, and the moderate incumbent candidate is widely seen as the sure winner""","""{'his': 11, 'He': 6, 'him': 3, 'He has': 2, 'His': 2, 'he is': 1, 'himself': 1, 'he': 1, 'He is': 1, 'man': 1}""",0,11,0,17,0,1,0,0,0,0,0,38,0,59,0,3,0,0,0,0,3,0,0,1,59,deter masc,3,masc noun,1,11,0,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
130,bbc news,https://www.bbc.com/news/business-55757931,"""Brexit: Retailers warn they could burn goods stuck in EU""",2021-01-21,794,10,1.259,business,Simon Browning,male,"""UK retailers could abandon goods EU customers want to return, with some even thinking of burning them because it is cheaper than bringing them home.""","""{'Mr': 2, 'she': 2, 'her': 2, 'She has': 1, 'She': 1, 'She was': 1, 'He': 1}""",5,1,2,0,0,0,0,0,0,2,50,10,20,0,0,0,0,0,0,20,0,0,20,3,50,pers pron fem,10,per pron masc,3,1,0,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
131,bbc news,https://www.bbc.com/news/uk-wales-55256783,"""Broadband: Poor speeds could see economy 'left behind'""",2020-12-10,610,4,0.656,business,Sarah Dickins,female,"""Rolling out fibre broadband and better mobile services must be made easier for providers, according to the National Infrastructure Commission for Wales.""","""{'Mr': 2, 'he': 2}""",0,2,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,50,0,0,50,8,50,per pron masc,50,per pron masc,3,1,1,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
132,bbc news,https://www.bbc.com/culture/article/20210120-the-philadelphia-story-how-an-80-year-old-comedy-resonates,"""The Philadelphia Story: How an 80-year-old comedy resonates""",2021-01-20,2031,87,4.284,culture,Gregory Wakeman,male,"""The Philadelphia Story was released 80 years ago this month. Gregory Wakeman explores how the comedy deals with sensitive modern issues through the prism of quips, barbs – and sexual tension.""","""{'her': 20, 'his': 9, 'she': 8, 'Lord': 4, 'he': 4, 'actress': 4, 'Her': 3, 'He': 3, 'husband': 2, 'Mr': 2, 'Girl': 2, 'she is': 2, 'men': 2, 'he is': 2, 'actor': 1, 'He is': 1, 'Boy': 1, 'His': 1, 'Wife': 1, 'Woman': 1, 'herself': 1, 'she’d': 1, 'queen': 1, 'her back to': 1, 'She': 1, 'He was': 1, 'feminine': 1, 'he was': 1, 'Boys': 1, 'male': 1, 'female': 1, 'himself': 1, 'women': 1, 'masculine': 1}""",12,12,26,11,9,7,2,2,0,6,14,14,30,13,10,8,2,2,0,7,18,5,7,5,30,deter fem,2,adj fem,3,2,0,"""""""Female nouns = ['women', 'queen', 'Woman', 'Girl', 'actress']""""""","""""""Male nouns = ['men', 'husband', 'Boy', 'actor', 'Boys']""""""","""""""Adjectives with femenine connotation = ['feminine', 'female']""""""","""""""Adjectives with masculine connotation = ['male', 'masculine']""""""",NaN,"""""""Male titles = ['Mr', 'Lord']"""""""
133,bbc news,https://www.bbc.com/news/uk-wales-55650274,"""Growing food: Call to give vegetable growers public cash""",2021-01-14,690,10,1.449,food and drinks,Steffan Messenger,male,"""Three-quarters of the Welsh population's recommended daily intake of vegetables should be grown in Wales by 2030, food experts have urged.""","""{'she': 3, 'spokesman': 2, 'She': 1, 'spokeswoman': 1, 'his': 1, 'He': 1, 'he': 1}""",4,2,0,1,1,2,0,0,0,0,40,20,0,10,10,20,0,0,0,0,30,0,0,5,40,pers pron fem,10,deter masc,3,3,0,"""""""Female nouns = ['spokeswoman']""""""","""""""Male nouns = ['spokesman']""""""",NaN,NaN,NaN,NaN
134,bbc news,https://www.bbc.com/news/business-55016453,"""A palm oil alternative could help save rainforests""",2021-12-15,823,4,0.486,food and drinks,Manuela Saragosa,female,"""There's an ugly truth to the beauty products we slap on our faces and an unsavoury truth to the foods we eat: many are made with palm oil, which is responsible for the rapid deforestation of some of the world's most biodiverse forests, destroying the habitat of already endangered species like the orangutan, pygmy elephant and Sumatran rhino.""","""{'she': 3, 'Ms': 1}""",3,0,0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,25,0,0,0,25,4,75,pers pron fem,25,title fem,3,3,1,NaN,NaN,NaN,NaN,"""""""Female titles = ['Ms']""""""",NaN
135,bbc news,https://www.bbc.com/news/health-55659820,"""How worrying are the UK, South Africa, and Brazil coronavirus variants?""",2021-01-21,667,0,0.000,health,Michelle Roberts,female,"""New variants of coronavirus are emerging that are more infectious than the original one that started the pandemic.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,4,1,0,0,0,0,0,0
136,bbc news,https://www.bbc.com/news/uk-wales-52380643,"""Covid-19 in Wales: What do the stats tell us?""",2021-01-21,3963,1,0.025,health,Steve Duffy,male,None,"""{'men': 1}""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,3,4,0,NaN,"""""""Male nouns = ['men']""""""",NaN,NaN,NaN,NaN
137,bbc news,https://www.bbc.com/news/uk-wales-55752524,"""Brithdir care home inquest: Daughter fed mum instead of 'hopeless' staff""",2021-01-21,744,38,5.108,local news,Nelli Bird,female,None,"""{'she': 10, 'her': 9, 'Ms': 4, 'She': 3, 'mother': 2, 'she was': 2, 'woman': 1, 'daughter': 1, 'father': 1, 'husband': 1, 'Prince': 1, 'Her': 1, 'son': 1, 'he': 1}""",15,1,10,0,4,4,0,0,4,0,39,3,26,0,11,11,0,0,11,0,21,0,11,5,39,pers pron fem,3,per pron masc,3,5,1,"""""""Female nouns = ['mother', 'daughter', 'woman']""""""","""""""Male nouns = ['father', 'husband', 'son','Prince']""""""",NaN,NaN,"""""""Female titles = ['Ms']""""""",NaN
138,bbc news,https://www.bbc.com/news/uk-northern-ireland-55754598,"""Covid-19: NI undertakers reminded not to advertise funeral times""",2021-02-21,341,9,2.639,local news,Mark Simpson,male,None,"""{'he': 3, 'her': 2, 'lady': 1, 'son': 1, 'gentleman': 1, 'man': 1}""",0,3,2,0,1,3,0,0,0,0,0,33,22,0,11,33,0,0,0,0,44,0,0,7,33,per pron masc,11,fem noun,3,5,0,"""""""Female nouns = ['lady']""""""","""""""Male nouns = ['man', 'son', 'gentleman']""""""",NaN,NaN,NaN,NaN
139,bbc news,https://www.bbc.co.uk/bbcthree/article/3fd6b74d-e71e-4327-b2f7-3257e6a3c1ea,"""Disability and dating: 'Why do people think I'm my boyfriend's carer?'""",2021-01-08,1771,42,2.372,people,Alex Taylor,male,None,"""{'he': 9, 'she': 6, 'him': 4, 'husband': 3, ""he's"": 3, 'his': 3, 'guy': 2, ""she's"": 2, 'her': 2, 'wife': 1, 'Is he': 1, 'he was': 1, ""she'd"": 1, 'She': 1, 'boyfriend': 1, 'he is': 1, 'emotional': 1}""",10,15,2,7,1,6,1,0,0,0,24,36,5,17,2,14,2,0,0,0,17,2,0,3,36,per pron fem,2,fem noun,3,6,0,"""""""Female nouns = ['wife']""""""","""""""Male nouns = ['husband', 'guy', 'boyfriend']""""""","""""""Adjectives with femenine connotation = ['emotional']""""""",NaN,NaN,NaN
140,bbc news,https://www.bbc.com/news/world-us-canada-55684845,"""Kamala Harris: What the vice-president did on her first day""",2021-01-21,1510,108,7.152,people,Holly Honderich,female,None,"""{'Ms': 26, 'Mr': 22, 'her': 17, 'his': 9, 'she': 9, 'he': 8, 'She has': 3, 'woman': 2, 'him': 2, 'she was': 2, 'He': 1, 'husband': 1, 'son': 1, 'he was': 1, 'She': 1, 'Her': 1, 'women': 1, 'father': 1}""",15,10,18,11,3,3,0,0,26,22,14,9,17,10,3,3,0,0,24,20,6,0,44,8,24,title fem,3,fem noun,3,6,1,"""""""Female nouns = ['women', 'woman']""""""","""""""Male nouns = ['father', 'husband', 'son']""""""",,,"""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
141,bbc news,https://www.bbc.com/news/uk-politics-55753669,"""UK accused of 'petty' behaviour in EU diplomat row""",2021-01-21,372,4,1.075,politics,James Landale,male,None,"""{'He': 1, 'chairman': 1, 'he': 1, 'Lord': 1}""",0,2,0,0,0,1,0,0,0,1,0,50,0,0,0,25,0,0,0,25,25,0,25,8,50,per pron masc,25,masc noun,3,7,0,NaN,"""""""Male nouns = ['chairman']""""""",NaN,NaN,NaN,"""""""Male titles = ['Lord']"""""""
142,bbc news,https://www.bbc.com/news/world-middle-east-55752102,"""Tough tests for Joe Biden in 'new' Middle East""",2021-01-21,1217,16,1.315,politics,Lyse Doucet,female,None,"""{'Mr': 6, 'she': 2, 'his': 1, 'he': 1, 'kingdom': 1, 'her': 1, 'She': 1, 'Prince': 1, 'He has': 1, 'him': 1}""",3,2,1,2,0,2,0,0,0,6,19,13,6,13,0,13,0,0,0,38,13,0,38,8,38,title masc,6,deter fem,3,7,1,NaN,"""""""Male nouns = ['kingdom', 'Prince']""""""",NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
143,bbc news,https://www.bbc.com/sport/africa/53738752,"""The African pioneers who paved the way for Weah, Salah, Mahrez""",2021-01-22,1333,55,4.126,sports,Ahmed Rouaba,male,None,"""{'his': 16, 'he': 12, 'He': 5, 'he was': 5, 'father': 4, 'him': 4, 'His': 3, 'Son': 1, 'he is': 1, 'He was': 1, 'man': 1, 'king': 1, 'mother': 1}""",0,24,0,23,1,7,0,0,0,0,0,44,0,42,2,13,0,0,0,0,15,0,0,2,44,per pron masc,2,fem noun,3,8,0,"""""""Female nouns = ['mother']""""""","""""""Male nouns = ['father', 'man', 'Son', 'king']""""""",NaN,NaN,NaN,NaN
144,bbc news,https://www.bbc.com/sport/athletics/55724620,"""London Marathon organisers 'optimistic' 2021 race will have record 50,000 runners""",2021-01-21,387,1,0.258,sports,Laura Scott,female,None,"""{'he': 1}""",0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,3,8,1,NaN,NaN,NaN,NaN,NaN,NaN
145,bbc news,https://www.bbc.com/news/technology-55719428,"""Mobile networks to make Oak lessons site data-free""",2021-01-20,683,1,0.146,technology,Christina Criddle,female,None,"""{'spokesman': 1}""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,3,9,1,NaN,"""""""Male nouns = ['spokesman']""""""",NaN,NaN,NaN,NaN
146,bbc news,https://www.bbc.com/news/technology-55624630,"""Silencing Trump: How 'big tech' is taking Trumpism offline""",2021-01-12,1123,20,1.781,technology,Joe Tidy,male,None,"""{'Mr': 7, 'his': 6, 'he': 3, 'he has': 2, 'she': 1, 'He': 1}""",1,6,0,6,0,0,0,0,0,7,5,30,0,30,0,0,0,0,0,35,0,0,35,6,35,title masc,5,pers pron fem,3,9,0,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
147,bbc news,https://www.bbc.com/news/business-55676023,"""Airline industry needs up to another $80bn to survive pandemic""",2021-01-18,870,13,1.494,travel,Jonathan Josephs,male,None,"""{'Mr': 6, 'he': 4, 'He': 3}""",0,7,0,0,0,0,0,0,0,6,0,54,0,0,0,0,0,0,0,46,0,0,46,8,54,per pron masc,46,title masc,3,10,0,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
148,bbc news,https://www.bbc.com/news/world-55546760,"""Covid travel: Why Instagram is still full of celebrities 'on holiday'""",2021-01-05,1345,12,0.892,travel,Kelly-Leigh Cooper,female,None,"""{'he': 4, 'his': 1, 'Mr': 1, ""he's"": 1, 'she': 1, 'her': 1, 'She': 1, 'spokesman': 1, 'He': 1}""",2,6,1,1,0,1,0,0,0,1,17,50,8,8,0,8,0,0,0,8,8,0,8,3,50,per pron masc,8,deter fem,3,10,1,NaN,"""""""Male nouns = ['spokesman']""""""",NaN,NaN,NaN,NaN
149,bbc news,https://www.bbc.com/news/world-africa-55677077,"""US in Somalia: 'We still need the Americans for security'""",2021-01-18,1103,12,1.088,world,Andrew Harding,male,None,"""{'Mr': 5, 'he': 5, 'his': 2}""",0,5,0,2,0,0,0,0,0,5,0,42,0,17,0,0,0,0,0,42,0,0,42,7,42,per pron masc,17,deter masc,3,11,0,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
150,bbc news,https://www.bbc.com/worklife/article/20210119-why-its-hard-for-people-of-colour-to-be-themselves-at-work,"""Why it's hard for people of colour to be themselves at work""",2021-01-21,1493,69,4.622,social science,Chika Ekemezie,female,"""People of colour have always felt pressure to hide their personal identities in professional environments. Now, virtual work has complicated code-switching even more.""","""{'her': 33, 'she': 16, 'herself': 7, 'She': 4, 'emotional': 2, 'she’s': 2, 'Her': 2, 'she was': 1, 'She has': 1, 'man': 1}""",24,0,42,0,0,1,2,0,0,0,35,0,61,0,0,1,3,0,0,0,1,3,0,1,61,deter fem,1,masc noun,3,12,1,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
151,bbc news,https://www.bbc.com/culture/article/20200604-the-long-history-of-racism-in-war-movies,"""The long history of racism in war movies""",2021-01-05,2619,38,1.451,social science,Kaleem Aftab,male,"""As Netflix releases Spike Lee’s film Da 5 Bloods, about African-American Vietnam veterans, it’s a reminder of how profoundly Hollywood has whitewashed conflict, writes Kaleem Aftab.""","""{'his': 15, 'he': 7, 'father': 2, 'she': 2, 'King': 1, 'he was': 1, 'Brothers': 1, 'brother': 1, 'actor': 1, 'He has': 1, 'himself': 1, 'woman': 1, 'uncle': 1, 'businesswoman': 1, 'daughter': 1, 'herself': 1, 'fathers': 1}""",2,9,1,16,3,7,0,0,0,0,5,24,3,42,8,18,0,0,0,0,26,0,0,4,42,deter masc,3,deter fem,3,12,0,"""""""Female nouns = ['daughter', 'businesswoman', 'woman']""""""","""""""Male nouns = ['father', 'King', 'actor', 'uncle', 'brother', 'Brothers']""""""",NaN,NaN,NaN,NaN
152,cnn,https://www.cnn.com/2021/01/21/investing/bitcoin-stocks/index.html,"""Here's how to buy bitcoin without all the risk of buying bitcoin""",2021-01-21,849,6,0.707,business,Paul R. La Monica,male,None,"""{'she': 2, 'mother': 1, ""he's"": 1, 'His': 1, 'mom': 1}""",2,1,0,1,2,0,0,0,0,0,33,17,0,17,33,0,0,0,0,0,33,0,0,6,33,pers pron fem,17,per pron masc,4,1,0,"""""""Female nouns = ['mother', 'mom']""""""",NaN,NaN,NaN,NaN,NaN
153,cnn,https://www.cnn.com/style/article/kennedi-carter-black-cowboys-swing/index.html,"""The Black cowboys and cowgirls of American cities -- in photos""",2021-01-19,761,25,3.285,culture,Jacqui Palumbo,female,None,"""{'she': 9, 'her': 4, 'men': 3, 'She': 2, 'women': 2, 'her over': 1, 'masculinity': 1, 'herself': 1, 'she has': 1, ""she's"": 1}""",13,0,6,0,2,3,0,1,0,0,52,0,24,0,8,12,0,4,0,0,20,4,0,4,52,pers pron fem,4,adj masc,4,2,1,"""""""Female nouns = ['women']""""""","""""""Male nouns = ['men']""""""",NaN,"""""""Adjectives with masculine connotation = ['masculinity']""""""",NaN,NaN
154,cnn,https://www.cnn.com/travel/article/france-rural-noise-law-scli-intl/index.html,"""France has passed a law protecting the sounds and smells of the countryside""",2021-01-22,319,5,1.567,culture,Jack Guy,male,None,"""{'he': 2, 'his': 1, 'He is': 1, 'she': 1}""",1,3,0,1,0,0,0,0,0,0,20,60,0,20,0,0,0,0,0,0,0,0,0,0,60,per pron masc,20,pers pron fem,4,2,0,NaN,NaN,NaN,NaN,NaN,NaN
155,cnn,https://www.cnn.com/travel/article/albert-roux-death-intl-scli-gbr/index.html,"""Albert Roux, chef who revolutionized London's restaurant scene, dead at 85""",2021-01-06,380,13,3.421,food and drinks,Amy Woodyatt,female,None,"""{'his': 5, 'He was': 2, 'man': 2, 'he': 2, 'brother': 1, 'son': 1}""",0,4,0,5,0,4,0,0,0,0,0,31,0,38,0,31,0,0,0,0,31,0,0,5,38,deter masc,31,per pron masc,4,3,1,NaN,"""""""Male nouns = ['man', 'son', 'brother']""""""",NaN,NaN,NaN,NaN
156,cnn,https://www.cnn.com/travel/article/nigella-lawson-butters-toast-scli-gbr-intl/index.html,"""Nigella Lawson butters her toast twice, and Britain is really angry about it""",2021-11-19,428,11,2.570,food and drinks,Rob Picheta,male,None,"""{'her': 8, 'she': 3}""",3,0,8,0,0,0,0,0,0,0,27,0,73,0,0,0,0,0,0,0,0,0,0,0,73,deter fem,27,pers pron fem,4,3,0,NaN,NaN,NaN,NaN,NaN,NaN
157,cnn,https://www.cnn.com/2021/01/22/health/hand-sanitizer-kids-eye-injuries-wellness/index.html,"""Hand sanitizer is hurting more children's eyes, some severely, study finds. Here's how to protect your kid""",2021-01-22,354,1,0.282,health,Katie Hunt,female,None,"""{'boy': 1}""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,4,4,1,NaN,"""""""Male nouns = ['boy']""""""",NaN,NaN,NaN,NaN
158,cnn,https://www.cnn.com/2021/01/21/health/couples-sleep-problems-covid-pandemic-wellnes/index.html,"""Couples struggle with sleep problems in the Covid-19 pandemic""",2021-01-21,1434,40,2.789,health,Emmet Lyons,male,None,"""{'her': 9, 'he': 7, 'his': 7, 'she': 7, 'him': 3, 'girlfriend': 2, 'boyfriend': 2, 'She has': 1, 'he is': 1, 'She': 1}""",9,8,9,10,2,2,0,0,0,0,23,20,23,25,5,5,0,0,0,0,10,0,0,2,25,deter masc,5,fem noun,4,4,0,"""""""Female nouns = ['girlfriend']""""""","""""""Male nouns = ['boyfriend']""""""",NaN,NaN,NaN,NaN
159,cnn,https://www.cnn.com/2021/01/22/africa/boy-blasphemy-free-nigeria-intl/index.html,"""Nigerian teen jailed for blasphemy has sentence quashed""",2021-01-22,540,26,4.815,local news,Eoin McSweeney,male,None,"""{'his': 9, 'he': 6, 'him': 3, 'He': 2, 'she': 2, 'he was': 1, 'mother': 1, 'His': 1, 'He was': 1}""",2,10,0,13,1,0,0,0,0,0,8,38,0,50,4,0,0,0,0,0,4,0,0,1,50,deter masc,4,fem noun,4,5,0,"""""""Female nouns = ['mother']""""""",NaN,NaN,NaN,NaN,NaN
160,cnn,https://www.cnn.com/2021/01/21/us/texas-covid-vaccine-theft-charges/index.html,"""Texas doctor charged with stealing a vial of Covid-19 vaccine""",2021-01-22,298,13,4.362,local news,Kay Jones,female,None,"""{'he': 4, 'his': 3, 'He was': 2, 'He': 1, ""he'll"": 1, 'man': 1, 'him': 1}""",0,8,0,4,0,1,0,0,0,0,0,62,0,31,0,8,0,0,0,0,8,0,0,1,62,per pron masc,8,masc noun,4,5,1,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
161,cnn,https://www.cnn.com/2021/01/22/business/bernie-sanders-mittens/index.html,"""Woman who made Bernie Sanders' mittens says she has no more to sell""",2021-01-22,512,11,2.148,people,Samantha Murphy Kelly,female,None,"""{'she': 4, ""she's"": 1, ""he'd"": 1, 'his': 1, 'Lady': 1, 'Women': 1, 'she was': 1, 'She': 1}""",7,1,0,1,1,0,0,0,1,0,64,9,0,9,9,0,0,0,9,0,9,0,9,3,64,pers pron fem,9,per pron masc,4,6,1,"""""""Female nouns = ['Women']""""""",NaN,NaN,NaN,"""""""Female titles = ['Lady']""""""",NaN
162,cnn,https://www.cnn.com/2021/01/08/entertainment/tiger-review/index.html,"""'Tiger' puts Tiger Woods' life and career back under the microscope""",2021-01-08,647,23,3.555,people,Brian Lowry,male,None,"""{'his': 10, 'he': 4, 'him': 2, 'son': 2, 'father': 1, 'women': 1, 'wife': 1, 'her': 1, 'girlfriend': 1}""",0,4,1,12,3,3,0,0,0,0,0,17,4,52,13,13,0,0,0,0,26,0,0,4,52,deter masc,4,deter fem,4,6,0,"""""""Female nouns = ['women', 'wife', 'girlfriend']""""""","""""""Male nouns = ['father', 'son']""""""",NaN,NaN,NaN,NaN
163,cnn,https://www.cnn.com/2021/01/21/politics/solicitor-general-biden/index.html,"""Biden's solicitor general will play critical role in early efforts to undo Trump policies""",2021-01-21,1345,18,1.338,politics,Ariane de Vogue,female,None,"""{'his': 5, 'he': 5, 'she': 3, 'her': 2, 'She is': 1, ""She's"": 1, 'he is': 1}""",5,6,2,5,0,0,0,0,0,0,28,33,11,28,0,0,0,0,0,0,0,0,0,0,33,per pron masc,11,deter fem,4,7,1,NaN,NaN,NaN,NaN,NaN,NaN
164,cnn,https://www.cnn.com/2021/01/22/politics/joe-biden-coronavirus-plan-fauci-trump/index.html,"""The huge stakes of Biden's new Covid-19 plan""",2021-01-22,1407,28,1.990,politics,Stephen Collinson,male,None,"""{'his': 17, 'he': 5, ""he's"": 2, 'him': 1, 'He': 1, 'he was': 1, 'man': 1}""",0,9,0,18,0,1,0,0,0,0,0,32,0,64,0,4,0,0,0,0,4,0,0,1,64,deter masc,4,masc noun,4,7,0,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
165,cnn,https://www.cnn.com/2021/01/21/asia/tokyo-olympics-coronavirus-intl-hnk/index.html,"""Japan and IOC determined to hold Tokyo Olympics despite cancellation rumors""",2021-01-22,511,3,0.587,sports,Junko Ogura,female,None,"""{'his': 2, 'he': 1}""",0,1,0,2,0,0,0,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,67,deter masc,33,per pron masc,4,8,1,NaN,NaN,NaN,NaN,NaN,NaN
166,cnn,https://www.cnn.com/2021/01/20/tech/white-house-source-code-hiring-trnd/index.html,"""The Biden administration has an Easter egg for IT pros on the White House website""",2021-01-20,208,0,0.000,technology,David Williams,male,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,0,0,0,0,0,0,0
167,cnn,https://www.cnn.com/style/article/beankind-ketnipz-harry-hambley-frosty-pops-love-taps/index.html,"""The new app encouraging us to spread positivity via 'love taps""",2020-10-12,853,6,0.703,technology,Ananda Pellerin,female,None,"""{'him': 2, 'his': 2, 'woman': 1, 'he': 1}""",0,1,0,4,1,0,0,0,0,0,0,17,0,67,17,0,0,0,0,0,17,0,0,3,67,deter masc,17,per pron masc,4,9,1,"""""""Female nouns = ['woman']""""""",NaN,NaN,NaN,NaN,NaN
